CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],VZENER [V],minVBR@IT [V],IT [A],VZTOL [%],VZDRIFT [mV/K],VFMAX [V],IFMAX [A],RTHJA [K/W],RTHJC [K/W],TJMIN [°C],TJMAX [°C],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKU,SUPPLIER1_STATUS,RELATEDPARTS
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_10V_LittelfuseInc_SMF10CA,0,TVS 10 V SOD-123FL 11.1 V 1 A,,D,SMF10CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,10 V,11.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF10CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF10CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_10V_EatonElectronicsDivision_SMF10CA,0,TVS 10 V SOD-123FL 11.1 V 1 A,,D,SMF10CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,10 V,11.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF10CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF10CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 10 V SOD-123FL 11.1 V 1 A,,D,SMF10CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,10 V,11.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_11V_generic,0,generic TVS 11 V SOD-123FL 12.2 V 1 A,,D,SMF11CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,11 V,12.2 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_11V_LittelfuseInc_SMF11CA,0,TVS 11 V SOD-123FL 12.2 V 1 A,,D,SMF11CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,11 V,12.2 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF11CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF11CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_11V_EatonElectronicsDivision_SMF11CA,0,TVS 11 V SOD-123FL 12.2 V 1 A,,D,SMF11CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,11 V,12.2 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF11CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF11CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 11 V SOD-123FL 12.2 V 1 A,,D,SMF11CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,11 V,12.2 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_12V_generic,0,generic TVS 12 V SOD-123FL 13.3 V 1 A,,D,SMF12CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,12 V,13.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_12V_LittelfuseInc_SMF12CA,0,TVS 12 V SOD-123FL 13.3 V 1 A,,D,SMF12CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,12 V,13.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF12CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF12CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_12V_EatonElectronicsDivision_SMF12CA,0,TVS 12 V SOD-123FL 13.3 V 1 A,,D,SMF12CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,12 V,13.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF12CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF12CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 12 V SOD-123FL 13.3 V 1 A,,D,SMF12CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,12 V,13.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_13V_generic,0,generic TVS 13 V SOD-123FL 14.4 V 1 A,,D,SMF13CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,13 V,14.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_13V_LittelfuseInc_SMF13CA,0,TVS 13 V SOD-123FL 14.4 V 1 A,,D,SMF13CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,13 V,14.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF13CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF13CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_13V_EatonElectronicsDivision_SMF13CA,0,TVS 13 V SOD-123FL 14.4 V 1 A,,D,SMF13CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,13 V,14.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF13CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF13CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 13 V SOD-123FL 14.4 V 1 A,,D,SMF13CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,13 V,14.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_14V_generic,0,generic TVS 14 V SOD-123FL 15.6 V 1 A,,D,SMF14CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,14 V,15.6 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_14V_LittelfuseInc_SMF14CA,0,TVS 14 V SOD-123FL 15.6 V 1 A,,D,SMF14CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,14 V,15.6 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF14CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF14CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_14V_EatonElectronicsDivision_SMF14CA,0,TVS 14 V SOD-123FL 15.6 V 1 A,,D,SMF14CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,14 V,15.6 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF14CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF14CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 14 V SOD-123FL 15.6 V 1 A,,D,SMF14CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,14 V,15.6 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_15V_generic,0,generic TVS 15 V SOD-123FL 16.7 V 1 A,,D,SMF15CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,15 V,16.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_15V_LittelfuseInc_SMF15CA,0,TVS 15 V SOD-123FL 16.7 V 1 A,,D,SMF15CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,15 V,16.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF15CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF15CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_15V_EatonElectronicsDivision_SMF15CA,0,TVS 15 V SOD-123FL 16.7 V 1 A,,D,SMF15CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,15 V,16.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF15CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF15CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 15 V SOD-123FL 16.7 V 1 A,,D,SMF15CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,15 V,16.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_16V_generic,0,generic TVS 16 V SOD-123FL 17.8 V 1 A,,D,SMF16CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,16 V,17.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_16V_LittelfuseInc_SMF16CA,0,TVS 16 V SOD-123FL 17.8 V 1 A,,D,SMF16CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,16 V,17.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF16CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF16CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_16V_EatonElectronicsDivision_SMF16CA,0,TVS 16 V SOD-123FL 17.8 V 1 A,,D,SMF16CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,16 V,17.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF16CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF16CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 16 V SOD-123FL 17.8 V 1 A,,D,SMF16CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,16 V,17.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_17V_generic,0,generic TVS 17 V SOD-123FL 18.9 V 1 A,,D,SMF17CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,17 V,18.9 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_17V_LittelfuseInc_SMF17CA,0,TVS 17 V SOD-123FL 18.9 V 1 A,,D,SMF17CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,17 V,18.9 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF17CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF17CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_17V_EatonElectronicsDivision_SMF17CA,0,TVS 17 V SOD-123FL 18.9 V 1 A,,D,SMF17CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,17 V,18.9 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF17CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF17CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 17 V SOD-123FL 18.9 V 1 A,,D,SMF17CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,17 V,18.9 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_18V_generic,0,generic TVS 18 V SOD-123FL 20 V 1 A,,D,SMF18CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,18 V,20 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_18V_LittelfuseInc_SMF18CA,0,TVS 18 V SOD-123FL 20 V 1 A,,D,SMF18CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,18 V,20 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF18CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF18CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_18V_EatonElectronicsDivision_SMF18CA,0,TVS 18 V SOD-123FL 20 V 1 A,,D,SMF18CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,18 V,20 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF18CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF18CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 18 V SOD-123FL 20 V 1 A,,D,SMF18CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,18 V,20 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_20V_generic,0,generic TVS 20 V SOD-123FL 22.2 V 1 A,,D,SMF20CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,20 V,22.2 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_20V_LittelfuseInc_SMF20CA,0,TVS 20 V SOD-123FL 22.2 V 1 A,,D,SMF20CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,20 V,22.2 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF20CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF20CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_20V_EatonElectronicsDivision_SMF20CA,0,TVS 20 V SOD-123FL 22.2 V 1 A,,D,SMF20CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,20 V,22.2 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF20CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF20CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 20 V SOD-123FL 22.2 V 1 A,,D,SMF20CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,20 V,22.2 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_22V_generic,0,generic TVS 22 V SOD-123FL 24.4 V 1 A,,D,SMF22CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,22 V,24.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_22V_LittelfuseInc_SMF22CA,0,TVS 22 V SOD-123FL 24.4 V 1 A,,D,SMF22CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,22 V,24.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF22CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF22CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_22V_EatonElectronicsDivision_SMF22CA,0,TVS 22 V SOD-123FL 24.4 V 1 A,,D,SMF22CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,22 V,24.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF22CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF22CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 22 V SOD-123FL 24.4 V 1 A,,D,SMF22CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,22 V,24.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_24V_generic,0,generic TVS 24 V SOD-123FL 26.7 V 1 A,,D,SMF24CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,24 V,26.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_24V_LittelfuseInc_SMF24CA,0,TVS 24 V SOD-123FL 26.7 V 1 A,,D,SMF24CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,24 V,26.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF24CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF24CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_24V_EatonElectronicsDivision_SMF24CA,0,TVS 24 V SOD-123FL 26.7 V 1 A,,D,SMF24CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,24 V,26.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF24CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF24CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 24 V SOD-123FL 26.7 V 1 A,,D,SMF24CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,24 V,26.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_26V_generic,0,generic TVS 26 V SOD-123FL 28.9 V 1 A,,D,SMF26CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,26 V,28.9 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_26V_LittelfuseInc_SMF26CA,0,TVS 26 V SOD-123FL 28.9 V 1 A,,D,SMF26CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,26 V,28.9 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF26CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF26CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_26V_EatonElectronicsDivision_SMF26CA,0,TVS 26 V SOD-123FL 28.9 V 1 A,,D,SMF26CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,26 V,28.9 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF26CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF26CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 26 V SOD-123FL 28.9 V 1 A,,D,SMF26CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,26 V,28.9 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_28V_generic,0,generic TVS 28 V SOD-123FL 31.1 V 1 A,,D,SMF28CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,28 V,31.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_28V_LittelfuseInc_SMF28CA,0,TVS 28 V SOD-123FL 31.1 V 1 A,,D,SMF28CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,28 V,31.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF28CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF28CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_28V_EatonElectronicsDivision_SMF28CA,0,TVS 28 V SOD-123FL 31.1 V 1 A,,D,SMF28CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,28 V,31.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF28CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF28CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 28 V SOD-123FL 31.1 V 1 A,,D,SMF28CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,28 V,31.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_30V_generic,0,generic TVS 30 V SOD-123FL 33.3 V 1 A,,D,SMF30CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,30 V,33.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_30V_LittelfuseInc_SMF30CA,0,TVS 30 V SOD-123FL 33.3 V 1 A,,D,SMF30CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,30 V,33.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF30CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF30CACT-ND,,
